frame,object_id,suspicion_score,appearance_drift,tracking_drift,requested_reclassification,actual_reclassification
386,3,0.0525,0.0785,0.0133,False,False
386,5,0.0625,0.1042,0.0,False,False
387,3,0.0566,0.0899,0.0067,False,False
387,5,0.0637,0.1061,0.0,False,False
388,3,0.0624,0.0907,0.02,False,False
388,5,0.0697,0.1117,0.0067,False,False
389,3,0.0642,0.0937,0.02,False,False
389,5,0.0681,0.1135,0.0,False,False
390,3,0.0564,0.094,0.0,False,False
390,5,0.0703,0.1128,0.0067,False,False
391,3,0.0569,0.0949,0.0,False,False
391,5,0.0676,0.1126,0.0,False,False
392,3,0.0537,0.0762,0.02,False,False
392,5,0.0708,0.118,0.0,False,False
393,3,0.0541,0.0768,0.02,False,False
393,5,0.0732,0.1219,0.0,False,False
394,3,0.0539,0.0765,0.02,False,False
394,5,0.0742,0.1237,0.0,False,False
395,3,0.0417,0.0694,0.0,False,False
395,5,0.075,0.1249,0.0,False,False
396,3,0.0285,0.0475,0.0,False,False
396,5,0.0839,0.1398,0.0,False,False
397,3,0.0294,0.0489,0.0,False,False
397,5,0.0826,0.1376,0.0,False,False
398,3,0.0276,0.0416,0.0067,False,False
398,5,0.0824,0.1373,0.0,False,False
399,3,0.0293,0.0355,0.02,False,False
399,5,0.0799,0.1331,0.0,False,False
400,3,0.0085,0.0141,0.0,False,False
400,5,0.0768,0.1281,0.0,False,False
401,3,0.0076,0.0126,0.0,False,False
401,5,0.0786,0.1265,0.0067,False,False
402,3,0.0127,0.0124,0.0133,False,False
402,5,0.0742,0.1237,0.0,False,False
403,3,0.0115,0.0103,0.0133,False,False
403,5,0.0719,0.1199,0.0,False,False
404,3,0.0059,0.0099,0.0,False,False
404,5,0.0704,0.1174,0.0,False,False
405,3,0.0055,0.0092,0.0,False,False
405,5,0.0682,0.1136,0.0,False,False
406,3,0.0054,0.0089,0.0,False,False
406,5,0.0671,0.1118,0.0,False,False
407,3,0.0131,0.0086,0.02,False,False
407,5,0.0653,0.1088,0.0,False,False
408,3,0.0102,0.0081,0.0133,False,False
408,5,0.0652,0.1087,0.0,False,False
409,3,0.0074,0.008,0.0067,False,False
409,5,0.0728,0.108,0.02,False,False
410,3,0.0073,0.0078,0.0067,False,False
410,5,0.0642,0.107,0.0,False,False
411,3,0.161,0.0081,0.3903,False,False
411,5,0.0698,0.1029,0.02,False,False
412,3,0.164,0.0086,0.3969,False,False
412,5,0.0714,0.1057,0.02,False,False
413,3,0.0054,0.009,0.0,False,False
413,5,0.0685,0.1009,0.02,False,False
414,3,0.0076,0.0083,0.0067,False,False
414,5,0.0602,0.0915,0.0133,False,False
415,3,0.1647,0.0099,0.3969,False,False
415,5,0.0571,0.0863,0.0133,False,False
416,3,0.0117,0.0106,0.0133,False,False
416,5,0.0461,0.0724,0.0067,False,False
417,5,0.0544,0.0862,0.0067,False,False
418,5,0.0519,0.0821,0.0067,False,False
419,5,0.0523,0.0827,0.0067,False,False
420,5,0.0517,0.0817,0.0067,False,False
421,5,0.0491,0.0819,0.0,False,False
422,3,0.1725,0.0185,0.4035,False,False
422,5,0.0454,0.0712,0.0067,False,False
423,3,0.0102,0.017,0.0,False,False
423,5,0.0453,0.0666,0.0133,False,False
424,3,0.0111,0.0185,0.0,False,False
424,5,0.0389,0.0648,0.0,False,False
425,3,0.0123,0.0205,0.0,False,False
425,5,0.0403,0.0628,0.0067,False,False
426,3,0.0154,0.0213,0.0067,False,False
426,5,0.0369,0.0615,0.0,False,False
427,3,0.0182,0.0214,0.0133,False,False
427,5,0.0435,0.0592,0.02,False,False
428,3,0.0153,0.0211,0.0067,False,False
428,5,0.0342,0.057,0.0,False,False
429,3,0.0149,0.0204,0.0067,False,False
429,5,0.0347,0.0578,0.0,False,False
430,3,0.0138,0.0186,0.0067,False,False
430,5,0.0371,0.0619,0.0,False,False
431,3,0.0155,0.0169,0.0133,False,False
431,5,0.0405,0.0675,0.0,False,False
432,3,0.0092,0.0153,0.0,False,False
432,5,0.0448,0.0747,0.0,False,False
433,3,0.0143,0.0149,0.0133,False,False
433,5,0.0497,0.0829,0.0,False,False
434,5,0.0643,0.1072,0.0,False,False
435,3,0.0108,0.0136,0.0067,False,False
435,5,0.0587,0.0934,0.0067,False,False
436,3,0.0135,0.0136,0.0133,False,False
436,5,0.0577,0.0962,0.0,False,False
437,3,0.0106,0.0133,0.0067,False,False
437,5,0.0604,0.1006,0.0,False,False
438,3,0.0123,0.0117,0.0133,False,False
438,5,0.0606,0.101,0.0,False,False
439,3,0.0065,0.0108,0.0,False,False
439,5,0.0603,0.1004,0.0,False,False
440,3,0.0121,0.0113,0.0133,False,False
440,5,0.0599,0.0998,0.0,False,False
441,3,0.0174,0.0113,0.0267,False,False
441,5,0.0595,0.0991,0.0,False,False
442,5,0.0709,0.1137,0.0067,False,False
443,3,0.018,0.0122,0.0267,False,False
443,5,0.062,0.0988,0.0067,False,False
444,5,0.0705,0.1175,0.0,False,False
445,5,0.0731,0.1174,0.0067,False,False
446,5,0.0732,0.1175,0.0067,False,False
447,5,0.0732,0.1175,0.0067,False,False
448,5,0.0731,0.1174,0.0067,False,False
449,5,0.0726,0.1166,0.0067,False,False
450,3,0.0179,0.0121,0.0267,False,False
450,5,0.0634,0.1012,0.0067,False,False
451,5,0.0714,0.1191,0.0,False,False
452,3,0.0185,0.0131,0.0267,False,False
452,5,0.0613,0.1022,0.0,False,False
453,5,0.0714,0.119,0.0,False,False
454,5,0.0719,0.1198,0.0,False,False
455,3,0.1419,0.0121,0.3366,False,False
455,5,0.0628,0.1047,0.0,False,False
456,5,0.0729,0.1214,0.0,False,False
457,5,0.0727,0.1212,0.0,False,False
458,5,0.0726,0.1211,0.0,False,False
459,3,0.1447,0.0124,0.3432,False,False
459,5,0.0634,0.1056,0.0,False,False
460,5,0.0746,0.1199,0.0067,False,False
461,5,0.0743,0.1195,0.0067,False,False
462,3,0.0072,0.012,0.0,False,False
462,5,0.0635,0.1014,0.0067,False,False
463,3,0.0127,0.0122,0.0133,False,False
463,5,0.0656,0.105,0.0067,False,False
464,3,0.0095,0.0115,0.0067,False,False
464,5,0.0643,0.1072,0.0,False,False
465,5,0.0838,0.1396,0.0,False,False
466,3,0.0165,0.0141,0.02,False,False
466,5,0.0792,0.1321,0.0,False,False
467,3,0.0118,0.0197,0.0,False,False
467,5,0.0916,0.1526,0.0,False,False
468,3,0.0279,0.0331,0.02,False,False
468,5,0.098,0.1634,0.0,False,False
469,3,0.0268,0.0401,0.0067,False,False
469,5,0.0996,0.1661,0.0,False,False
470,3,0.0305,0.0509,0.0,False,False
470,5,0.1018,0.1697,0.0,False,False
471,3,0.0482,0.0758,0.0067,False,False
471,5,0.0998,0.1619,0.0067,False,False
472,3,0.062,0.1033,0.0,False,False
472,5,0.0951,0.1585,0.0,False,False
473,3,0.0932,0.1371,0.0275,False,False
473,5,0.0983,0.1638,0.0,False,False
474,3,0.0988,0.1647,0.0,False,False
474,5,0.1055,0.1758,0.0,False,False
475,3,0.0954,0.1589,0.0,False,False
475,5,0.1258,0.2053,0.0067,False,False
476,3,0.1045,0.1654,0.0133,False,False
476,5,0.1236,0.2061,0.0,False,False
477,3,0.1082,0.1662,0.0211,False,False
477,5,0.1293,0.2111,0.0067,False,False
478,3,0.0984,0.164,0.0,False,False
478,5,0.1349,0.2205,0.0067,False,False
479,3,0.1812,0.1537,0.2225,False,False
480,3,0.0966,0.1566,0.0067,False,False
481,3,0.1868,0.1647,0.2199,False,False
481,5,0.1551,0.2585,0.0,False,False
482,3,0.1741,0.1467,0.2152,False,False
483,3,0.088,0.1367,0.0149,False,False
484,3,0.0537,0.0896,0.0,False,False
485,3,0.1458,0.0975,0.2184,False,False
485,5,0.2012,0.331,0.0067,False,False
486,3,0.1419,0.091,0.2184,False,False
488,3,0.0449,0.0748,0.0,False,False
489,3,0.0308,0.0413,0.0149,False,False
490,3,0.0315,0.0425,0.0149,False,False
491,3,0.0252,0.042,0.0,False,False
492,3,0.0256,0.0427,0.0,False,False
493,3,0.0297,0.0396,0.0149,False,False
494,3,0.1108,0.0411,0.2152,False,False
494,5,0.2029,0.3382,0.0,False,False
495,3,0.1107,0.0389,0.2184,False,False
496,3,0.0235,0.0391,0.0,False,False
497,3,0.0268,0.0383,0.0094,False,False
498,3,0.0233,0.0389,0.0,False,False
499,3,0.0232,0.0387,0.0,False,False
500,3,0.0234,0.039,0.0,False,False
501,3,0.023,0.0383,0.0,False,False
502,3,0.0225,0.0376,0.0,False,False
503,3,0.0231,0.0341,0.0067,False,False
504,3,0.0237,0.0351,0.0067,False,False
505,3,0.0215,0.0358,0.0,False,False
506,3,0.0232,0.0343,0.0067,False,False
507,3,0.0273,0.0322,0.02,False,False
508,3,0.1151,0.0515,0.2105,False,False
508,5,0.2016,0.336,0.0,False,False
509,3,0.0332,0.0554,0.0,False,False
509,5,0.2072,0.3453,0.0,False,False
510,3,0.039,0.065,0.0,False,False
510,5,0.204,0.3401,0.0,False,False
511,3,0.121,0.0551,0.2199,False,False
512,3,0.1256,0.0627,0.2199,False,False
512,5,0.2075,0.3459,0.0,False,False
513,3,0.0405,0.0674,0.0,False,False
513,5,0.2059,0.3432,0.0,False,False
514,3,0.0417,0.0696,0.0,False,False
514,5,0.2129,0.3504,0.0067,False,False
515,3,0.042,0.0701,0.0,False,False
515,5,0.2098,0.3497,0.0,False,False
516,3,0.0389,0.0586,0.0094,False,False
516,5,0.2126,0.3499,0.0067,False,False
517,3,0.0382,0.0574,0.0094,False,False
517,5,0.21,0.3456,0.0067,False,False
518,3,0.034,0.0567,0.0,False,False
518,5,0.2078,0.3464,0.0,False,False
519,3,0.0322,0.0537,0.0,False,False
519,5,0.2059,0.3432,0.0,False,False
520,3,0.0335,0.0514,0.0067,False,False
520,5,0.2065,0.3442,0.0,False,False
521,3,0.0374,0.0483,0.0211,False,False
521,5,0.2058,0.3429,0.0,False,False
522,3,0.0286,0.0476,0.0,False,False
522,5,0.2055,0.3424,0.0,False,False
523,3,0.0273,0.0356,0.0149,False,False
523,5,0.2051,0.3418,0.0,False,False
524,3,0.0176,0.0293,0.0,False,False
524,5,0.2599,0.371,0.0933,False,False
525,3,0.0214,0.0267,0.0133,False,False
526,3,0.0152,0.0253,0.0,False,False
527,3,0.0169,0.0282,0.0,False,False
528,3,0.0268,0.0357,0.0133,False,False
529,3,0.0222,0.0307,0.0094,False,False
530,3,0.0268,0.0314,0.02,False,False
531,3,0.0267,0.0312,0.02,False,False
532,3,0.0235,0.0347,0.0067,False,False
533,3,0.0412,0.0588,0.0149,False,False
534,3,0.0346,0.0533,0.0067,False,False
535,3,0.0417,0.0561,0.02,False,False
535,5,0.3008,0.3939,0.1611,False,False
536,3,0.0421,0.0568,0.02,False,False
537,3,0.0335,0.0558,0.0,False,False
538,3,0.0346,0.0577,0.0,False,False
539,3,0.0451,0.0619,0.02,False,False
540,3,0.0392,0.059,0.0094,False,False
541,3,0.0461,0.0668,0.0149,False,False
542,3,0.0461,0.0723,0.0067,False,False
543,3,0.0577,0.0784,0.0267,False,False
544,3,0.0503,0.0617,0.0333,False,False
545,3,0.0393,0.0655,0.0,False,False
546,3,0.0375,0.0625,0.0,False,False
547,3,0.0386,0.0643,0.0,False,False
548,3,0.0387,0.0645,0.0,False,False
549,3,0.036,0.0601,0.0,False,False
550,3,0.0335,0.0559,0.0,False,False
551,3,0.0382,0.0503,0.02,False,False
551,5,0.3194,0.4209,0.1672,False,False
552,3,0.0281,0.0424,0.0067,False,False
553,3,0.0201,0.0335,0.0,False,False
554,3,0.0256,0.0338,0.0133,False,False
554,5,0.2827,0.4231,0.0721,False,False
555,3,0.0197,0.0329,0.0,False,False
555,5,0.2596,0.4227,0.0149,False,False
556,3,0.0194,0.0323,0.0,False,False
556,5,0.2496,0.4161,0.0,False,False
557,3,0.021,0.0262,0.0133,False,False
557,5,0.2492,0.4109,0.0067,False,False
558,3,0.0118,0.0197,0.0,False,False
558,5,0.2508,0.4135,0.0067,False,False
559,3,0.0142,0.0192,0.0067,False,False
559,5,0.2495,0.4159,0.0,False,False
560,3,0.0196,0.0144,0.0275,False,False
560,5,0.2521,0.4157,0.0067,False,False
561,3,0.0077,0.0084,0.0067,False,False
561,5,0.2543,0.4139,0.0149,False,False
562,3,0.0088,0.0057,0.0133,False,False
562,5,0.2594,0.4182,0.0211,False,False
563,3,0.0101,0.0028,0.0211,False,False
563,5,0.2577,0.4207,0.0133,False,False
564,3,0.0095,0.0017,0.0211,False,False
564,5,0.2628,0.4291,0.0133,False,False
565,3,0.0084,0.0006,0.02,False,False
565,5,0.2618,0.4363,0.0,False,False
566,3,0.0088,0.0014,0.02,False,False
566,5,0.2669,0.4449,0.0,False,False
567,3,0.0044,0.003,0.0067,False,False
567,5,0.2708,0.4514,0.0,False,False
568,3,0.0054,0.0046,0.0067,False,False
568,5,0.2731,0.4552,0.0,False,False
569,3,0.0078,0.0086,0.0067,False,False
569,5,0.2758,0.4597,0.0,False,False
570,3,0.205,0.0122,0.4943,False,False
570,5,0.2781,0.4634,0.0,False,False
571,3,0.2101,0.0163,0.5009,False,False
571,5,0.2802,0.4669,0.0,False,False
572,3,0.2189,0.0097,0.5327,False,False
572,5,0.2859,0.4765,0.0,False,False
573,3,0.2079,0.0089,0.5064,False,False
573,5,0.286,0.4767,0.0,False,False
574,3,0.1955,0.0146,0.4669,False,False
574,5,0.2864,0.4774,0.0,False,False
575,3,0.0206,0.0073,0.0406,False,False
575,5,0.2865,0.4775,0.0,False,False
576,5,0.2861,0.4769,0.0,False,False
577,3,0.0197,0.0101,0.034,False,False
577,5,0.2867,0.4778,0.0,False,False
578,5,0.2867,0.4778,0.0,False,False
579,5,0.2867,0.4778,0.0,False,False
580,5,0.287,0.4783,0.0,False,False
581,3,0.0148,0.0021,0.034,False,False
581,5,0.2833,0.4722,0.0,False,False
582,3,0.0093,0.0021,0.02,False,False
582,5,0.2837,0.4728,0.0,False,False
583,3,0.007,0.0027,0.0133,False,False
583,5,0.2836,0.4727,0.0,False,False
584,3,0.0044,0.0028,0.0067,False,False
584,5,0.2835,0.4724,0.0,False,False
585,3,0.0044,0.0029,0.0067,False,False
585,5,0.283,0.4717,0.0,False,False
586,3,0.0017,0.0028,0.0,False,False
586,5,0.283,0.4716,0.0,False,False
587,5,0.2831,0.4719,0.0,False,False
588,3,0.004,0.0022,0.0067,False,False
588,5,0.2832,0.472,0.0,False,False
589,3,0.0041,0.0025,0.0067,False,False
589,5,0.2856,0.4715,0.0067,False,False
590,5,0.2858,0.4719,0.0067,False,False
591,5,0.2829,0.4715,0.0,False,False
592,5,0.2845,0.4698,0.0067,False,False
593,3,0.0016,0.0026,0.0,False,False
593,5,0.2797,0.4662,0.0,False,False
594,3,0.0077,0.004,0.0133,False,False
594,5,0.2776,0.4627,0.0,False,False
595,5,0.2758,0.4596,0.0,False,False
596,5,0.2719,0.4532,0.0,False,False
597,3,0.0096,0.0027,0.02,False,False
597,5,0.2687,0.4478,0.0,False,False
598,3,0.0044,0.0029,0.0067,False,False
598,5,0.2658,0.443,0.0,False,False
599,3,0.0082,0.0038,0.0149,False,False
599,5,0.2617,0.4362,0.0,False,False
600,3,0.0085,0.0053,0.0133,False,False
600,5,0.2591,0.4319,0.0,False,False
601,3,0.0081,0.0046,0.0133,False,False
601,5,0.2575,0.4291,0.0,False,False
602,3,0.008,0.0034,0.0149,False,False
602,5,0.2575,0.4292,0.0,False,False
603,5,0.2576,0.4294,0.0,False,False
604,5,0.2574,0.429,0.0,False,False
605,3,0.1997,0.004,0.4932,False,False
605,5,0.2592,0.4321,0.0,False,False
606,3,0.0075,0.0036,0.0133,False,False
606,5,0.2588,0.4314,0.0,False,False
607,3,0.016,0.0167,0.0149,False,False
607,5,0.2621,0.4227,0.0211,False,False
608,3,0.0347,0.0534,0.0067,False,False
608,5,0.2531,0.4174,0.0067,False,False
609,3,0.0467,0.0779,0.0,False,False
609,5,0.2506,0.4176,0.0,False,False
610,3,0.0611,0.0841,0.0267,False,False
610,5,0.2642,0.4262,0.0211,False,False
611,3,0.0701,0.0991,0.0267,False,False
611,5,0.2601,0.4335,0.0,False,False
612,3,0.0648,0.1036,0.0067,False,False
612,5,0.259,0.4317,0.0,False,False
613,3,0.0687,0.1145,0.0,False,False
613,5,0.2584,0.4306,0.0,False,False
614,3,0.0728,0.115,0.0094,False,False
614,5,0.2595,0.4324,0.0,False,False
615,3,0.068,0.107,0.0094,False,False
615,5,0.2647,0.4367,0.0067,False,False
616,3,0.0554,0.0824,0.0149,False,False
616,5,0.3557,0.4451,0.2216,False,False
617,3,0.0611,0.0877,0.0211,False,False
617,5,0.3554,0.4489,0.2152,False,False
618,3,0.0534,0.089,0.0,False,False
618,5,0.2711,0.4518,0.0,False,False
619,3,0.0527,0.0878,0.0,False,False
619,5,0.2723,0.4539,0.0,False,False
620,3,0.0589,0.0848,0.02,False,False
620,5,0.2734,0.4556,0.0,False,False
621,3,0.0418,0.0564,0.02,False,False
621,5,0.2838,0.4729,0.0,False,False
622,5,0.2866,0.4714,0.0094,False,False
623,3,0.034,0.0567,0.0,False,False
623,5,0.2868,0.4717,0.0094,False,False
624,3,0.0408,0.0547,0.02,False,False
624,5,0.2828,0.4713,0.0,False,False
625,3,0.0431,0.054,0.0267,False,False
625,5,0.3691,0.4674,0.2216,False,False
626,3,0.0341,0.0524,0.0067,False,False
626,5,0.2777,0.4566,0.0094,False,False
627,3,0.0341,0.0506,0.0094,False,False
627,5,0.3691,0.4674,0.2216,False,False
628,3,0.0299,0.0498,0.0,False,False
628,5,0.2875,0.4728,0.0094,False,False
629,3,0.0319,0.0487,0.0067,False,False
629,5,0.2848,0.4747,0.0,False,False
630,3,0.0316,0.0482,0.0067,False,False
630,5,0.3682,0.4659,0.2216,False,False
631,3,0.0302,0.0458,0.0067,False,False
631,5,0.2738,0.4564,0.0,False,False
632,3,0.0378,0.0447,0.0275,False,False
632,5,0.2702,0.4504,0.0,False,False
633,3,0.0258,0.043,0.0,False,False
633,5,0.3672,0.4643,0.2216,False,False
634,3,0.0253,0.0421,0.0,False,False
634,5,0.2831,0.4718,0.0,False,False
635,3,0.0331,0.0325,0.034,False,False
635,5,0.2856,0.476,0.0,False,False
636,3,0.0272,0.0365,0.0133,False,False
636,5,0.3685,0.4664,0.2216,False,False
637,3,0.0234,0.039,0.0,False,False
637,5,0.3706,0.47,0.2216,False,False
638,3,0.0275,0.036,0.0149,False,False
638,5,0.2839,0.4731,0.0,False,False
639,3,0.0277,0.032,0.0211,False,False
639,5,0.2849,0.4748,0.0,False,False
640,3,0.0193,0.0321,0.0,False,False
640,5,0.2896,0.4783,0.0067,False,False
641,3,0.0238,0.0352,0.0067,False,False
641,5,0.3718,0.4677,0.228,False,False
642,3,0.0227,0.0289,0.0133,False,False
642,5,0.3709,0.4705,0.2216,False,False
643,3,0.022,0.0233,0.02,False,False
643,5,0.3644,0.4596,0.2216,False,False
644,3,0.0159,0.022,0.0067,False,False
644,5,0.3673,0.4645,0.2216,False,False
645,3,0.0174,0.0227,0.0094,False,False
645,5,0.359,0.4507,0.2216,False,False
646,3,0.0222,0.023,0.0211,False,False
646,5,0.3386,0.4447,0.1795,False,False
647,3,0.0133,0.0221,0.0,False,False
648,3,0.0211,0.0211,0.0211,False,False
649,3,0.0196,0.0186,0.0211,False,False
650,3,0.0103,0.0172,0.0,False,False
651,3,0.0107,0.0179,0.0,False,False
652,3,0.019,0.0177,0.0211,False,False
653,3,0.0113,0.0188,0.0,False,False
654,3,0.0164,0.0134,0.0211,False,False
655,3,0.0113,0.0143,0.0067,False,False
656,3,0.008,0.0133,0.0,False,False
656,5,0.2586,0.4177,0.02,False,False
657,3,0.0273,0.0277,0.0267,False,False
657,5,0.3365,0.4042,0.2349,False,False
658,3,0.0266,0.031,0.02,False,False
659,3,0.0206,0.0299,0.0067,False,False
660,3,0.0183,0.0261,0.0067,False,False
661,3,0.0206,0.0211,0.02,False,False
662,3,0.0171,0.0241,0.0067,False,False
663,3,0.0232,0.0298,0.0133,False,False
664,3,0.0274,0.0317,0.0211,False,False
665,3,0.0201,0.0272,0.0094,False,False
666,3,0.0128,0.0151,0.0094,False,False
667,3,0.0083,0.0139,0.0,False,False
668,3,0.0132,0.022,0.0,False,False
669,3,0.0098,0.0164,0.0,False,False
670,3,0.0159,0.0125,0.0211,False,False
671,3,0.0045,0.0074,0.0,False,False
672,3,0.0141,0.0102,0.02,False,False
673,3,0.0103,0.0072,0.0149,False,False
674,3,0.0037,0.0062,0.0,False,False
675,3,0.0087,0.0056,0.0133,False,False
676,3,0.0089,0.0085,0.0094,False,False
677,3,0.0075,0.0081,0.0067,False,False
678,3,0.0081,0.009,0.0067,False,False
679,3,0.0078,0.0085,0.0067,False,False
680,3,0.0079,0.0087,0.0067,False,False
681,3,0.0053,0.0088,0.0,False,False
682,3,0.0079,0.0088,0.0067,False,False
683,3,0.0107,0.0078,0.0149,False,False
684,3,0.0127,0.0113,0.0149,False,False
685,3,0.0107,0.0134,0.0067,False,False
686,3,0.0128,0.0124,0.0133,False,False
687,3,0.0172,0.0103,0.0275,False,False
688,3,0.005,0.0083,0.0,False,False
689,3,0.0058,0.0052,0.0067,False,False
690,3,0.0017,0.0028,0.0,False,False
691,3,0.011,0.0094,0.0133,False,False
692,3,0.0139,0.0143,0.0133,False,False
693,3,0.0107,0.0134,0.0067,False,False
694,3,0.0221,0.0323,0.0067,False,False
696,3,0.0485,0.0763,0.0067,False,False
698,3,0.0581,0.0969,0.0,False,False
703,3,0.0504,0.0839,0.0,False,False
705,3,0.0375,0.0525,0.0149,False,False
707,3,0.0348,0.0481,0.0149,False,False
708,3,0.03,0.0456,0.0067,False,False
710,3,0.026,0.0433,0.0,False,False
711,3,0.0268,0.0446,0.0,False,False
712,3,0.0318,0.0442,0.0133,False,False
713,3,0.0291,0.044,0.0067,False,False
716,3,0.0181,0.0258,0.0067,False,False
725,3,0.5533,0.2702,0.978,False,False
726,6,0.6,1.0,0.0,True,True
726,3,0.3139,0.5187,0.0067,False,False
727,6,0.0004,0.0007,0.0,False,False
727,3,0.3122,0.5203,0.0,False,False
728,6,0.0007,0.0011,0.0,False,False
728,3,0.2702,0.4504,0.0,False,False
729,6,0.0035,0.0015,0.0067,False,False
729,3,0.2225,0.3709,0.0,False,False
730,6,0.0036,0.0016,0.0067,False,False
730,3,0.2861,0.3254,0.2271,False,False
731,3,0.2934,0.342,0.2204,False,False
732,6,0.0003,0.0005,0.0,False,False
732,3,0.2174,0.3623,0.0,False,False
733,6,0.0003,0.0004,0.0,False,False
733,3,0.2274,0.379,0.0,False,False
734,6,0.0002,0.0003,0.0,False,False
734,3,0.2408,0.4014,0.0,False,False
735,6,0.0028,0.0003,0.0067,False,False
735,3,0.2348,0.3914,0.0,False,False
736,6,0.0028,0.0003,0.0067,False,False
736,3,0.2408,0.3969,0.0067,False,False
737,6,0.0008,0.0014,0.0,False,False
737,3,0.2575,0.4247,0.0067,False,False
738,6,0.0044,0.0029,0.0067,False,False
738,3,0.2491,0.4106,0.0067,False,False
739,3,0.2536,0.4227,0.0,False,False
740,3,0.257,0.4239,0.0067,False,False
741,3,0.2551,0.4207,0.0067,False,False
742,3,0.2483,0.4138,0.0,False,False
743,3,0.2515,0.4147,0.0067,False,False
744,3,0.25,0.4166,0.0,False,False
745,3,0.2506,0.4133,0.0067,False,False
746,6,0.0058,0.0052,0.0067,False,False
746,3,0.2462,0.4103,0.0,False,False
747,3,0.2508,0.4136,0.0067,False,False
748,3,0.2503,0.4172,0.0,False,False
749,3,0.2495,0.4158,0.0,False,False
750,3,0.2536,0.4227,0.0,False,False
751,3,0.2486,0.4144,0.0,False,False
752,3,0.2509,0.4181,0.0,False,False
753,3,0.2488,0.4147,0.0,False,False
754,3,0.2495,0.4158,0.0,False,False
755,3,0.2519,0.4198,0.0,False,False
756,3,0.2563,0.4228,0.0067,False,False
757,3,0.2536,0.4183,0.0067,False,False
758,3,0.2546,0.4244,0.0,False,False
759,3,0.2527,0.4211,0.0,False,False
760,3,0.2523,0.4205,0.0,False,False
761,6,0.0038,0.0063,0.0,False,False
761,3,0.2526,0.4211,0.0,False,False
762,3,0.2551,0.4208,0.0067,False,False
763,6,0.1685,0.0069,0.4111,False,False
763,3,0.2528,0.4169,0.0067,False,False
764,3,0.2482,0.4092,0.0067,False,False
765,6,0.0488,0.0068,0.1118,False,False
765,3,0.2477,0.4128,0.0,False,False
766,6,0.0037,0.0061,0.0,False,False
766,3,0.2544,0.4152,0.0133,False,False
767,6,0.0037,0.0061,0.0,False,False
767,3,0.2336,0.3491,0.0604,False,False
768,6,0.0038,0.0064,0.0,False,False
769,6,0.0085,0.0078,0.0094,False,False
813,7,0.6,1.0,0.0,True,True
821,7,0.7735,0.6618,0.941,False,False
823,7,0.4395,0.6482,0.1265,False,False
824,7,0.3943,0.6216,0.0533,False,False
827,8,0.6,1.0,0.0,True,True
828,8,0.0309,0.0105,0.0615,False,False
829,8,0.0112,0.0143,0.0067,False,False
831,8,0.0398,0.0027,0.0955,False,False
832,8,0.048,0.0033,0.1151,False,False
836,8,0.0127,0.0072,0.0211,False,False
837,8,0.0098,0.0075,0.0133,False,False
838,8,0.0275,0.0232,0.034,False,False
839,8,0.0193,0.0138,0.0275,False,False
841,8,0.0261,0.0294,0.0211,False,False
844,8,0.0196,0.0186,0.0211,False,False
845,8,0.0138,0.0186,0.0067,False,False
846,8,0.0194,0.0225,0.0149,False,False
847,8,0.0602,0.0227,0.1164,False,False
850,8,0.0585,0.0241,0.1099,False,False
855,8,0.0207,0.0246,0.0149,False,False
856,8,0.0242,0.0264,0.0211,False,False
857,8,0.0261,0.0295,0.0211,False,False
858,8,0.0174,0.0245,0.0067,False,False
860,8,0.0216,0.0271,0.0133,False,False
862,8,0.0229,0.0282,0.0149,False,False
863,8,0.0259,0.0291,0.0211,False,False
865,8,0.038,0.031,0.0485,False,False
867,8,0.0221,0.0323,0.0067,False,False
869,8,0.0572,0.0318,0.0955,False,False
870,8,0.1229,0.0419,0.2445,False,False
871,8,0.421,0.1504,0.8269,False,False
872,8,0.3416,0.4893,0.1202,False,False
873,8,0.33,0.5278,0.0333,False,False
874,9,0.6,1.0,0.0,True,True
874,8,0.2785,0.4642,0.0,False,False
875,8,0.2563,0.4271,0.0,False,False
876,8,0.2558,0.4201,0.0094,False,False
877,8,0.2541,0.4234,0.0,False,False
878,8,0.2568,0.4217,0.0094,False,False
879,8,0.2531,0.4218,0.0,False,False
880,9,0.0889,0.0948,0.08,False,False
880,8,0.2579,0.4254,0.0067,False,False
881,8,0.2548,0.4247,0.0,False,False
882,8,0.2523,0.4161,0.0067,False,False
883,8,0.2533,0.4177,0.0067,False,False
884,8,0.2522,0.4203,0.0,False,False
885,8,0.2686,0.4432,0.0067,False,False
886,8,0.2689,0.4437,0.0067,False,False
887,8,0.2713,0.4521,0.0,False,False
888,8,0.2709,0.4516,0.0,False,False
889,8,0.2723,0.4538,0.0,False,False
890,8,0.2729,0.4548,0.0,False,False
891,9,0.2091,0.2284,0.1801,False,False
891,8,0.2762,0.4604,0.0,False,False
892,8,0.2758,0.4597,0.0,False,False
893,8,0.2771,0.4618,0.0,False,False
894,9,0.1438,0.2126,0.0406,False,False
894,8,0.276,0.4599,0.0,False,False
895,8,0.2827,0.4622,0.0133,False,False
896,9,0.2514,0.1687,0.3755,False,False
896,8,0.279,0.465,0.0,False,False
897,9,0.0953,0.1544,0.0067,False,False
898,9,0.0922,0.1492,0.0067,False,False
898,8,0.2751,0.4541,0.0067,False,False
899,9,0.0938,0.1519,0.0067,False,False
899,8,0.2715,0.4525,0.0,False,False
900,9,0.0983,0.1593,0.0067,False,False
900,8,0.2759,0.4553,0.0067,False,False
